연월,보험사,상품카테고리,연령대,성별,가입건수,청구건수,경과보험료_원,청구금액_원,손해율(%)
2023-11,해피손해보험,자동차,30대,남성,1880,40,136599000,104633000,76.6
2023-11,해피손해보험,자동차,30대,여성,1635,32,100584000,74159000,73.7
2023-11,해피손해보험,자동차,40대,남성,1793,33,117460000,88187000,75.1
2023-11,해피손해보험,자동차,40대,여성,1431,23,80178000,58998000,73.6
2023-11,해피손해보험,자동차,50대,남성,1388,30,97427000,76196000,78.2
2023-11,해피손해보험,자동차,50대,여성,1121,21,66462000,49664000,74.7
2023-11,조녁생명,어린이,0-1세,남성,531,17,31859000,23771000,74.6
2023-11,조녁생명,어린이,0-1세,여성,500,16,30001000,21572000,71.9
2023-11,조녁생명,어린이,2-5세,남성,945,26,37149000,26042000,70.1
2023-11,조녁생명,어린이,2-5세,여성,849,22,33362000,23642000,70.9
2023-11,조녁생명,어린이,6-10세,남성,1057,24,33162000,22467000,67.7
2023-11,조녁생명,어린이,6-10세,여성,958,24,29871000,20039000,67.1
2023-11,조녁생명,어린이,11-15세,남성,770,17,20366000,13628000,66.9
2023-11,조녁생명,어린이,11-15세,여성,710,14,18721000,12549000,67.0
2023-11,미래라이프,어린이,0-1세,남성,608,19,32090000,23043000,71.8
2023-11,미래라이프,어린이,0-1세,여성,568,17,29839000,21014000,70.4
2023-11,미래라이프,어린이,2-5세,남성,1011,27,35642000,23933000,67.1
2023-11,미래라이프,어린이,2-5세,여성,953,25,33018000,21869000,66.2
2023-11,미래라이프,어린이,6-10세,남성,1131,28,31611000,20891000,66.1
2023-11,미래라이프,어린이,6-10세,여성,1089,26,29597000,19615000,66.3
2023-11,미래라이프,어린이,11-15세,남성,886,20,21328000,13813000,64.8
2023-11,미래라이프,어린이,11-15세,여성,803,16,18930000,11991000,63.3
2023-11,정원손해보험,어린이,0-1세,남성,547,17,29930000,21299000,71.2
2023-11,정원손해보험,어린이,0-1세,여성,504,16,27813000,19803000,71.2
2023-11,정원손해보험,어린이,2-5세,남성,962,25,35180000,24049000,68.4
2023-11,정원손해보험,어린이,2-5세,여성,885,24,32001000,21912000,68.5
2023-11,정원손해보험,어린이,6-10세,남성,1103,29,31873000,21689000,68.0
2023-11,정원손해보험,어린이,6-10세,여성,1024,25,29356000,19906000,67.8
2023-11,정원손해보험,어린이,11-15세,남성,802,17,19932000,13156000,66.0
2023-11,정원손해보험,어린이,11-15세,여성,737,15,18669000,12119000,64.9
2023-11,해피손해보험,어린이,0-1세,남성,593,19,30630000,22376000,73.1
2023-11,해피손해보험,어린이,0-1세,여성,547,17,27725000,19986000,72.1
2023-11,해피손해보험,어린이,2-5세,남성,1016,26,33834000,23276000,68.8
2023-11,해피손해보험,어린이,2-5세,여성,1020,27,34573000,23555000,68.1
2023-11,해피손해보험,어린이,6-10세,남성,1151,28,31204000,21238000,68.1
2023-11,해피손해보험,어린이,6-10세,여성,1140,26,30786000,21053000,68.4
2023-11,해피손해보험,어린이,11-15세,남성,850,18,19645000,13003000,66.2
2023-11,해피손해보험,어린이,11-15세,여성,823,17,19103000,12827000,67.1
2023-11,조녁생명,실손,20대,남성,1172,32,12923000,10093000,78.1
2023-11,조녁생명,실손,20대,여성,1315,39,15439000,12267000,79.5
2023-11,조녁생명,실손,30대,남성,1395,38,19245000,15047000,78.2
2023-11,조녁생명,실손,30대,여성,1514,47,21323000,17830000,83.6
2023-11,조녁생명,실손,40대,남성,1304,39,23287000,18289000,78.5
2023-11,조녁생명,실손,40대,여성,1340,42,24262000,19910000,82.1
2023-11,조녁생명,실손,50대,남성,1065,36,23170000,19360000,83.6
2023-11,조녁생명,실손,50대,여성,1158,41,26250000,23441000,89.3
2023-11,조녁생명,실손,60대,남성,726,25,19127000,16772000,87.7
2023-11,조녁생명,실손,60대,여성,776,30,21263000,19692000,92.6
2023-11,미래라이프,실손,20대,남성,1322,37,13103000,9741000,74.3
2023-11,미래라이프,실손,20대,여성,1478,42,15299000,11563000,75.6
2023-11,미래라이프,실손,30대,남성,1636,47,19887000,14948000,75.2
2023-11,미래라이프,실손,30대,여성,1671,51,20790000,16538000,79.5
2023-11,미래라이프,실손,40대,남성,1488,43,22915000,18048000,78.8
2023-11,미래라이프,실손,40대,여성,1576,47,25501000,20385000,79.9
2023-11,미래라이프,실손,50대,남성,1221,39,23792000,19636000,82.5
2023-11,미래라이프,실손,50대,여성,1247,43,25102000,21636000,86.2
2023-11,미래라이프,실손,60대,남성,798,29,18175000,15949000,87.8
2023-11,미래라이프,실손,60대,여성,838,32,20039000,18040000,90.0
2023-11,정원손해보험,실손,20대,남성,1247,35,13091000,9942000,75.9
2023-11,정원손해보험,실손,20대,여성,1368,38,14837000,11424000,77.0
2023-11,정원손해보험,실손,30대,남성,1433,40,18290000,14435000,78.9
2023-11,정원손해보험,실손,30대,여성,1541,48,20459000,16109000,78.7
2023-11,정원손해보험,실손,40대,남성,1407,43,23340000,18261000,78.2
2023-11,정원손해보험,실손,40대,여성,1433,44,24568000,19673000,80.1
2023-11,정원손해보험,실손,50대,남성,1141,39,23331000,19345000,82.9
2023-11,정원손해보험,실손,50대,여성,1190,43,25442000,21471000,84.4
2023-11,정원손해보험,실손,60대,남성,770,27,18988000,16467000,86.7
2023-11,정원손해보험,실손,60대,여성,786,31,19950000,17984000,90.1
2023-11,해피손해보험,실손,20대,남성,1371,39,13280000,10112000,76.1
2023-11,해피손해보험,실손,20대,여성,1470,40,14682000,11381000,77.5
2023-11,해피손해보험,실손,30대,남성,1596,44,19026000,14839000,78.0
2023-11,해피손해보험,실손,30대,여성,1663,50,20253000,16207000,80.0
2023-11,해피손해보험,실손,40대,남성,1513,46,23153000,18013000,77.8
2023-11,해피손해보험,실손,40대,여성,1578,48,24533000,20174000,82.2
2023-11,해피손해보험,실손,50대,남성,1263,43,23909000,20022000,83.7
2023-11,해피손해보험,실손,50대,여성,1264,43,25247000,21596000,85.5
2023-11,해피손해보험,실손,60대,남성,809,30,18406000,16214000,88.1
2023-11,해피손해보험,실손,60대,여성,859,33,19667000,18174000,92.4
2023-11,조녁생명,종신,30대,남성,425,1,42286000,29810000,70.5
2023-11,조녁생명,종신,30대,여성,422,1,38861000,27738000,71.4
2023-11,조녁생명,종신,40대,남성,494,1,79045000,56380000,71.3
2023-11,조녁생명,종신,40대,여성,524,1,78118000,55011000,70.4
2023-11,조녁생명,종신,50대,남성,444,1,96934000,73362000,75.7
2023-11,조녁생명,종신,50대,여성,471,1,95851000,72552000,75.7
2023-11,조녁생명,종신,60대,남성,318,1,89918000,72233000,80.3
2023-11,조녁생명,종신,60대,여성,329,1,87485000,68463000,78.3
2023-11,조녁생명,종신,70대,남성,183,1,60422000,49587000,82.1
2023-11,조녁생명,종신,70대,여성,184,1,56216000,44980000,80.0
2023-11,미래라이프,종신,30대,남성,469,1,41782000,28586000,68.4
2023-11,미래라이프,종신,30대,여성,461,1,37863000,25443000,67.2
2023-11,미래라이프,종신,40대,남성,573,1,80649000,56353000,69.9
2023-11,미래라이프,종신,40대,여성,557,1,72582000,48138000,66.3
2023-11,미래라이프,종신,50대,남성,514,1,97935000,69798000,71.3
2023-11,미래라이프,종신,50대,여성,533,1,94481000,67219000,71.1
2023-11,미래라이프,종신,60대,남성,353,1,89781000,67125000,74.8
2023-11,미래라이프,종신,60대,여성,361,1,85208000,61987000,72.7
2023-11,미래라이프,종신,70대,남성,206,1,61412000,48849000,79.5
2023-11,미래라이프,종신,70대,여성,211,1,58279000,45519000,78.1
2023-11,정원손해보험,화재,30대,남성,267,1,4854000,3508000,72.3
2023-11,정원손해보험,화재,30대,여성,260,1,4643000,3426000,73.8
2023-11,정원손해보험,화재,40대,남성,407,1,9806000,7229000,73.7
2023-11,정원손해보험,화재,40대,여성,405,1,9489000,7117000,75.0
2023-11,정원손해보험,화재,50대,남성,455,1,14063000,10428000,74.2
2023-11,정원손해보험,화재,50대,여성,468,1,14536000,11357000,78.1
2023-11,정원손해보험,화재,60대,남성,343,1,15205000,12199000,80.2
2023-11,정원손해보험,화재,60대,여성,341,1,15019000,12334000,82.1
2023-11,해피손해보험,화재,30대,남성,291,1,4767000,3436000,72.1
2023-11,해피손해보험,화재,30대,여성,285,1,4645000,3463000,74.6
2023-11,해피손해보험,화재,40대,남성,433,1,9565000,7291000,76.2
2023-11,해피손해보험,화재,40대,여성,444,1,9688000,7403000,76.4
2023-11,해피손해보험,화재,50대,남성,507,1,14615000,11089000,75.9
2023-11,해피손해보험,화재,50대,여성,500,1,14440000,11437000,79.2
2023-11,해피손해보험,화재,60대,남성,387,1,16134000,13032000,80.8
2023-11,해피손해보험,화재,60대,여성,383,1,15781000,13066000,82.8
2023-12,정원손해보험,자동차,20대,남성,1344,40,137954000,118932000,86.2
2023-12,정원손해보험,자동차,20대,여성,1155,34,99450000,81530000,82.0
2023-12,정원손해보험,자동차,30대,남성,1685,45,129669000,105397000,81.3
2023-12,정원손해보험,자동차,30대,여성,1435,34,95845000,73468000,76.7
2023-12,정원손해보험,자동차,40대,남성,1546,38,108075000,85216000,78.8
2023-12,정원손해보험,자동차,40대,여성,1395,32,86427000,63104000,73.0
2023-12,정원손해보험,자동차,50대,남성,1225,31,91545000,72589000,79.3
2023-12,정원손해보험,자동차,50대,여성,1030,24,67304000,51870000,77.1
2023-12,해피손해보험,자동차,20대,남성,1483,44,138748000,119224000,85.9
2023-12,해피손해보험,자동차,20대,여성,1253,36,101059000,85270000,84.4
2023-12,해피손해보험,자동차,30대,남성,1967,48,141913000,113941000,80.3
2023-12,해피손해보험,자동차,30대,여성,1621,38,97931000,77979000,79.6
2023-12,해피손해보험,자동차,40대,남성,1735,43,111485000,85747000,76.9
2023-12,해피손해보험,자동차,40대,여성,1454,32,80986000,61816000,76.3
2023-12,해피손해보험,자동차,50대,남성,1337,34,93511000,76351000,81.6
2023-12,해피손해보험,자동차,50대,여성,1151,27,67313000,52556000,78.1
2023-12,조녁생명,어린이,0-1세,남성,518,17,30921000,22663000,73.3
2023-12,조녁생명,어린이,0-1세,여성,486,15,28844000,21493000,74.5
2023-12,조녁생명,어린이,2-5세,남성,915,24,35883000,25353000,70.7
2023-12,조녁생명,어린이,2-5세,여성,892,23,35350000,24947000,70.6
2023-12,조녁생명,어린이,6-10세,남성,1030,26,31711000,21869000,69.0
2023-12,조녁생명,어린이,6-10세,여성,966,24,30134000,21088000,70.0
2023-12,조녁생명,어린이,11-15세,남성,743,16,19572000,13552000,69.2
2023-12,조녁생명,어린이,11-15세,여성,723,15,19304000,13206000,68.4
2023-12,미래라이프,어린이,0-1세,남성,590,18,31435000,22250000,70.8
2023-12,미래라이프,어린이,0-1세,여성,571,18,29696000,20997000,70.7
2023-12,미래라이프,어린이,2-5세,남성,1034,28,35821000,24637000,68.8
2023-12,미래라이프,어린이,2-5세,여성,999,26,35317000,23851000,67.5
2023-12,미래라이프,어린이,6-10세,남성,1131,27,31553000,21367000,67.7
2023-12,미래라이프,어린이,6-10세,여성,1115,28,31076000,20417000,65.7
2023-12,미래라이프,어린이,11-15세,남성,840,17,20197000,13266000,65.7
2023-12,미래라이프,어린이,11-15세,여성,819,17,19386000,12558000,64.8
2023-12,정원손해보험,어린이,0-1세,남성,544,18,30336000,21613000,71.2
2023-12,정원손해보험,어린이,0-1세,여성,524,16,29065000,20840000,71.7
2023-12,정원손해보험,어린이,2-5세,남성,967,25,35718000,24228000,67.8
2023-12,정원손해보험,어린이,2-5세,여성,895,24,32625000,22769000,69.8
2023-12,정원손해보험,어린이,6-10세,남성,1094,27,31968000,22052000,69.0
2023-12,정원손해보험,어린이,6-10세,여성,990,25,28598000,19079000,66.7
2023-12,정원손해보험,어린이,11-15세,남성,827,18,20859000,13781000,66.1
2023-12,정원손해보험,어린이,11-15세,여성,755,16,18596000,12459000,67.0
2023-12,해피손해보험,어린이,0-1세,남성,617,19,31357000,22793000,72.7
2023-12,해피손해보험,어린이,0-1세,여성,584,19,29269000,20862000,71.3
2023-12,해피손해보험,어린이,2-5세,남성,1073,28,36441000,25990000,71.3
2023-12,해피손해보험,어린이,2-5세,여성,978,27,32547000,22294000,68.5
2023-12,해피손해보험,어린이,6-10세,남성,1183,29,31116000,21509000,69.1
2023-12,해피손해보험,어린이,6-10세,여성,1121,26,29758000,19770000,66.4
2023-12,해피손해보험,어린이,11-15세,남성,870,17,20019000,13777000,68.8
2023-12,해피손해보험,어린이,11-15세,여성,810,17,18877000,12817000,67.9
2023-12,조녁생명,실손,20대,남성,1184,35,13130000,10364000,78.9
2023-12,조녁생명,실손,20대,여성,1312,42,15288000,12764000,83.5
2023-12,조녁생명,실손,30대,남성,1463,46,19692000,15841000,80.4
2023-12,조녁생명,실손,30대,여성,1455,49,20363000,17487000,85.9
2023-12,조녁생명,실손,40대,남성,1335,45,23586000,19187000,81.3
2023-12,조녁생명,실손,40대,여성,1384,46,25773000,21891000,84.9
2023-12,조녁생명,실손,50대,남성,1077,40,23619000,21031000,89.0
2023-12,조녁생명,실손,50대,여성,1135,45,25822000,23612000,91.4
2023-12,조녁생명,실손,60대,남성,716,29,18929000,17695000,93.5
2023-12,조녁생명,실손,60대,여성,782,32,21115000,19811000,93.8
2023-12,미래라이프,실손,20대,남성,1374,44,13427000,10064000,75.0
2023-12,미래라이프,실손,20대,여성,1456,46,14992000,12137000,81.0
2023-12,미래라이프,실손,30대,남성,1559,50,19007000,14730000,77.5
2023-12,미래라이프,실손,30대,여성,1694,55,21338000,17236000,80.8
2023-12,미래라이프,실손,40대,남성,1434,49,22310000,17915000,80.3
2023-12,미래라이프,실손,40대,여성,1516,52,24731000,20732000,83.8
2023-12,미래라이프,실손,50대,남성,1184,44,23141000,19931000,86.1
2023-12,미래라이프,실손,50대,여성,1287,49,26658000,23395000,87.8
2023-12,미래라이프,실손,60대,남성,832,34,19558000,17095000,87.4
2023-12,미래라이프,실손,60대,여성,873,37,20899000,18875000,90.3
2023-12,정원손해보험,실손,20대,남성,1262,40,13095000,10166000,77.6
2023-12,정원손해보험,실손,20대,여성,1334,45,14413000,11591000,80.4
2023-12,정원손해보험,실손,30대,남성,1483,48,19034000,15486000,81.4
2023-12,정원손해보험,실손,30대,여성,1536,50,20176000,16661000,82.6
2023-12,정원손해보험,실손,40대,남성,1392,47,22632000,18619000,82.3
2023-12,정원손해보험,실손,40대,여성,1452,52,24705000,20422000,82.7
2023-12,정원손해보험,실손,50대,남성,1084,40,22591000,19490000,86.3
2023-12,정원손해보험,실손,50대,여성,1158,45,24842000,22247000,89.6
2023-12,정원손해보험,실손,60대,남성,729,29,17622000,15618000,88.6
2023-12,정원손해보험,실손,60대,여성,792,34,20138000,18982000,94.3
2023-12,해피손해보험,실손,20대,남성,1380,43,13172000,10287000,78.1
2023-12,해피손해보험,실손,20대,여성,1447,45,14436000,12014000,83.2
2023-12,해피손해보험,실손,30대,남성,1597,49,18538000,14992000,80.9
2023-12,해피손해보험,실손,30대,여성,1753,59,21152000,17830000,84.3
2023-12,해피손해보험,실손,40대,남성,1476,47,22769000,18275000,80.3
2023-12,해피손해보험,실손,40대,여성,1532,52,24174000,20058000,83.0
2023-12,해피손해보험,실손,50대,남성,1271,48,24065000,20504000,85.2
2023-12,해피손해보험,실손,50대,여성,1291,49,25681000,22870000,89.1
2023-12,해피손해보험,실손,60대,남성,858,35,18927000,17468000,92.3
2023-12,해피손해보험,실손,60대,여성,855,36,20194000,19144000,94.8
2023-12,조녁생명,종신,30대,남성,416,1,40973000,29517000,72.0
2023-12,조녁생명,종신,30대,여성,414,1,38369000,26949000,70.2
2023-12,조녁생명,종신,40대,남성,500,2,79167000,58732000,74.2
2023-12,조녁생명,종신,40대,여성,506,1,75198000,52856000,70.3
2023-12,조녁생명,종신,50대,남성,463,1,98784000,74571000,75.5
2023-12,조녁생명,종신,50대,여성,462,1,91369000,67353000,73.7
2023-12,조녁생명,종신,60대,남성,321,1,91995000,74931000,81.5
2023-12,조녁생명,종신,60대,여성,329,1,86028000,66109000,76.8
2023-12,조녁생명,종신,70대,남성,186,1,61209000,49816000,81.4
2023-12,조녁생명,종신,70대,여성,180,1,56678000,46631000,82.3
2023-12,미래라이프,종신,30대,남성,483,1,42878000,30110000,70.2
2023-12,미래라이프,종신,30대,여성,486,1,40452000,27614000,68.3
2023-12,미래라이프,종신,40대,남성,565,1,78090000,56050000,71.8
2023-12,미래라이프,종신,40대,여성,583,1,76995000,53684000,69.7
2023-12,미래라이프,종신,50대,남성,526,1,100721000,72761000,72.2
2023-12,미래라이프,종신,50대,여성,527,2,94760000,66407000,70.1
2023-12,미래라이프,종신,60대,남성,357,1,89519000,68221000,76.2
2023-12,미래라이프,종신,60대,여성,362,2,83944000,61404000,73.1
2023-12,미래라이프,종신,70대,남성,209,1,61424000,49246000,80.2
2023-12,미래라이프,종신,70대,여성,203,1,56888000,44368000,78.0
2023-12,정원손해보험,화재,30대,남성,274,1,4952000,3779000,76.3
2023-12,정원손해보험,화재,30대,여성,259,1,4591000,3463000,75.4
2023-12,정원손해보험,화재,40대,남성,396,2,9463000,7281000,76.9
2023-12,정원손해보험,화재,40대,여성,387,2,9233000,7251000,78.5
2023-12,정원손해보험,화재,50대,남성,467,3,14513000,11500000,79.2
2023-12,정원손해보험,화재,50대,여성,469,3,14949000,11770000,78.7
2023-12,정원손해보험,화재,60대,남성,353,2,15579000,12900000,82.8
2023-12,정원손해보험,화재,60대,여성,342,2,15158000,12776000,84.3
2023-12,해피손해보험,화재,30대,남성,294,2,4873000,3683000,75.6
2023-12,해피손해보험,화재,30대,여성,287,1,4666000,3637000,77.9
2023-12,해피손해보험,화재,40대,남성,442,3,9546000,7330000,76.8
2023-12,해피손해보험,화재,40대,여성,437,2,9494000,7687000,81.0
2023-12,해피손해보험,화재,50대,남성,511,4,14740000,11902000,80.7
2023-12,해피손해보험,화재,50대,여성,524,3,15192000,12125000,79.8
2023-12,해피손해보험,화재,60대,남성,394,3,16327000,13877000,85.0
2023-12,해피손해보험,화재,60대,여성,381,3,15787000,13768000,87.2
2024-01,정원손해보험,자동차,20대,남성,1328,44,133582000,118256000,88.5
2024-01,정원손해보험,자동차,20대,여성,1095,36,95528000,81425000,85.2
2024-01,정원손해보험,자동차,30대,남성,1776,52,140136000,119068000,85.0
2024-01,정원손해보험,자동차,30대,여성,1466,42,95772000,78519000,82.0
2024-01,정원손해보험,자동차,40대,남성,1656,48,119651000,94151000,78.7
2024-01,정원손해보험,자동차,40대,여성,1376,37,82413000,62593000,76.0
2024-01,정원손해보험,자동차,50대,남성,1232,36,94081000,77287000,82.1
2024-01,정원손해보험,자동차,50대,여성,1029,31,66386000,53222000,80.2
2024-01,해피손해보험,자동차,20대,남성,1514,54,140939000,123857000,87.9
2024-01,해피손해보험,자동차,20대,여성,1218,41,98296000,84584000,86.1
2024-01,해피손해보험,자동차,30대,남성,1874,54,131891000,110408000,83.7
2024-01,해피손해보험,자동차,30대,여성,1653,46,100450000,80315000,80.0
2024-01,해피손해보험,자동차,40대,남성,1726,47,111502000,91917000,82.4
2024-01,해피손해보험,자동차,40대,여성,1446,40,80933000,63186000,78.1
2024-01,해피손해보험,자동차,50대,남성,1365,39,93637000,79207000,84.6
2024-01,해피손해보험,자동차,50대,여성,1190,35,71680000,57868000,80.7
2024-01,조녁생명,어린이,0-1세,남성,510,17,29580000,22954000,77.6
2024-01,조녁생명,어린이,0-1세,여성,494,18,29576000,22546000,76.2
2024-01,조녁생명,어린이,2-5세,남성,907,26,35104000,25295000,72.1
2024-01,조녁생명,어린이,2-5세,여성,855,24,33386000,24621000,73.7
2024-01,조녁생명,어린이,6-10세,남성,1011,28,31304000,22531000,72.0
2024-01,조녁생명,어린이,6-10세,여성,956,27,29638000,20743000,70.0
2024-01,조녁생명,어린이,11-15세,남성,779,18,20612000,14810000,71.9
2024-01,조녁생명,어린이,11-15세,여성,706,17,19039000,12975000,68.1
2024-01,미래라이프,어린이,0-1세,남성,606,21,31873000,23174000,72.7
2024-01,미래라이프,어린이,0-1세,여성,552,18,29030000,21110000,72.7
2024-01,미래라이프,어린이,2-5세,남성,1013,28,35191000,24189000,68.7
2024-01,미래라이프,어린이,2-5세,여성,948,28,33428000,23553000,70.5
2024-01,미래라이프,어린이,6-10세,남성,1179,31,32821000,22341000,68.1
2024-01,미래라이프,어린이,6-10세,여성,1065,29,29766000,19874000,66.8
2024-01,미래라이프,어린이,11-15세,남성,848,20,20253000,13608000,67.2
2024-01,미래라이프,어린이,11-15세,여성,814,21,19053000,12603000,66.1
2024-01,정원손해보험,어린이,0-1세,남성,551,19,30874000,22880000,74.1
2024-01,정원손해보험,어린이,0-1세,여성,520,18,28240000,20745000,73.5
2024-01,정원손해보험,어린이,2-5세,남성,938,27,33961000,24227000,71.3
2024-01,정원손해보험,어린이,2-5세,여성,913,26,33169000,22971000,69.3
2024-01,정원손해보험,어린이,6-10세,남성,1090,29,31709000,21422000,67.6
2024-01,정원손해보험,어린이,6-10세,여성,1047,28,30779000,21163000,68.8
2024-01,정원손해보험,어린이,11-15세,남성,794,18,19588000,13385000,68.3
2024-01,정원손해보험,어린이,11-15세,여성,757,18,19088000,12556000,65.8
2024-01,해피손해보험,어린이,0-1세,남성,621,21,31968000,24594000,76.9
2024-01,해피손해보험,어린이,0-1세,여성,570,19,29180000,22041000,75.5
2024-01,해피손해보험,어린이,2-5세,남성,1044,29,35493000,25314000,71.3
2024-01,해피손해보험,어린이,2-5세,여성,969,30,32254000,22805000,70.7
2024-01,해피손해보험,어린이,6-10세,남성,1202,32,31765000,22394000,70.5
2024-01,해피손해보험,어린이,6-10세,여성,1122,30,30060000,21202000,70.5
2024-01,해피손해보험,어린이,11-15세,남성,869,22,20120000,13898000,69.1
2024-01,해피손해보험,어린이,11-15세,여성,860,21,20124000,13803000,68.6
2024-01,조녁생명,실손,20대,남성,1243,44,13972000,11283000,80.8
2024-01,조녁생명,실손,20대,여성,1260,43,14742000,12675000,86.0
2024-01,조녁생명,실손,30대,남성,1460,49,20167000,16815000,83.4
2024-01,조녁생명,실손,30대,여성,1476,51,20662000,17573000,85.0
2024-01,조녁생명,실손,40대,남성,1356,50,24189000,20790000,85.9
2024-01,조녁생명,실손,40대,여성,1389,51,25453000,21857000,85.9
2024-01,조녁생명,실손,50대,남성,1098,44,24470000,22180000,90.6
2024-01,조녁생명,실손,50대,여성,1130,47,26373000,24677000,93.6
2024-01,조녁생명,실손,60대,남성,740,31,19131000,18218000,95.2
2024-01,조녁생명,실손,60대,여성,772,34,20966000,20321000,96.9
2024-01,미래라이프,실손,20대,남성,1418,47,14097000,11298000,80.1
2024-01,미래라이프,실손,20대,여성,1438,50,14918000,12197000,81.8
2024-01,미래라이프,실손,30대,남성,1638,59,19679000,15926000,80.9
2024-01,미래라이프,실손,30대,여성,1677,61,21475000,17677000,82.3
2024-01,미래라이프,실손,40대,남성,1492,55,23259000,19329000,83.1
2024-01,미래라이프,실손,40대,여성,1518,55,24626000,20471000,83.1
2024-01,미래라이프,실손,50대,남성,1225,47,23574000,20040000,85.0
2024-01,미래라이프,실손,50대,여성,1245,50,25779000,22706000,88.1
2024-01,미래라이프,실손,60대,남성,794,34,18387000,16582000,90.2
2024-01,미래라이프,실손,60대,여성,870,38,20986000,19301000,92.0
2024-01,정원손해보험,실손,20대,남성,1302,44,13475000,10736000,79.7
2024-01,정원손해보험,실손,20대,여성,1356,49,14892000,12235000,82.2
2024-01,정원손해보험,실손,30대,남성,1493,51,19230000,15527000,80.7
2024-01,정원손해보험,실손,30대,여성,1578,56,20875000,17607000,84.3
2024-01,정원손해보험,실손,40대,남성,1358,49,22503000,18308000,81.4
2024-01,정원손해보험,실손,40대,여성,1484,54,25791000,21938000,85.1
2024-01,정원손해보험,실손,50대,남성,1095,43,22261000,19230000,86.4
2024-01,정원손해보험,실손,50대,여성,1183,50,25847000,23220000,89.8
2024-01,정원손해보험,실손,60대,남성,768,32,18358000,16657000,90.7
2024-01,정원손해보험,실손,60대,여성,773,35,19907000,18845000,94.7
2024-01,해피손해보험,실손,20대,남성,1364,46,12903000,10451000,81.0
2024-01,해피손해보험,실손,20대,여성,1472,53,14469000,11855000,81.9
2024-01,해피손해보험,실손,30대,남성,1609,54,18629000,15123000,81.2
2024-01,해피손해보험,실손,30대,여성,1730,62,21250000,18125000,85.3
2024-01,해피손해보험,실손,40대,남성,1512,52,22737000,19062000,83.8
2024-01,해피손해보험,실손,40대,여성,1645,59,25627000,22017000,85.9
2024-01,해피손해보험,실손,50대,남성,1223,47,23189000,20680000,89.2
2024-01,해피손해보험,실손,50대,여성,1307,54,25487000,23115000,90.7
2024-01,해피손해보험,실손,60대,남성,861,38,19371000,17703000,91.4
2024-01,해피손해보험,실손,60대,여성,892,38,20807000,19882000,95.6
2024-01,조녁생명,종신,30대,남성,436,2,43798000,32696000,74.7
2024-01,조녁생명,종신,30대,여성,437,1,40573000,28865000,71.1
2024-01,조녁생명,종신,40대,남성,504,1,80533000,61339000,76.2
2024-01,조녁생명,종신,40대,여성,529,2,76687000,56605000,73.8
2024-01,조녁생명,종신,50대,남성,450,2,97728000,74751000,76.5
2024-01,조녁생명,종신,50대,여성,447,1,89018000,65939000,74.1
2024-01,조녁생명,종신,60대,남성,328,1,92585000,73797000,79.7
2024-01,조녁생명,종신,60대,여성,323,2,85465000,67716000,79.2
2024-01,조녁생명,종신,70대,남성,183,1,60979000,50938000,83.5
2024-01,조녁생명,종신,70대,여성,188,1,58120000,47935000,82.5
2024-01,미래라이프,종신,30대,남성,494,1,43857000,30271000,69.0
2024-01,미래라이프,종신,30대,여성,489,1,41071000,27976000,68.1
2024-01,미래라이프,종신,40대,남성,585,1,80856000,57851000,71.5
2024-01,미래라이프,종신,40대,여성,578,2,75986000,53711000,70.7
2024-01,미래라이프,종신,50대,남성,530,2,101449000,77137000,76.0
2024-01,미래라이프,종신,50대,여성,518,2,91547000,67121000,73.3
2024-01,미래라이프,종신,60대,남성,365,2,90538000,70164000,77.5
2024-01,미래라이프,종신,60대,여성,354,1,81971000,60966000,74.4
2024-01,미래라이프,종신,70대,남성,210,1,62642000,50822000,81.1
2024-01,미래라이프,종신,70대,여성,204,1,57214000,45013000,78.7
2024-01,정원손해보험,화재,30대,남성,262,3,4676000,3681000,78.7
2024-01,정원손해보험,화재,30대,여성,263,2,4738000,3851000,81.3
2024-01,정원손해보험,화재,40대,남성,396,4,9323000,7548000,81.0
2024-01,정원손해보험,화재,40대,여성,387,4,9112000,7522000,82.6
2024-01,정원손해보험,화재,50대,남성,449,4,14083000,11410000,81.0
2024-01,정원손해보험,화재,50대,여성,471,5,15021000,12765000,85.0
2024-01,정원손해보험,화재,60대,남성,354,4,16002000,13907000,86.9
2024-01,정원손해보험,화재,60대,여성,361,4,16015000,14390000,89.9
2024-01,해피손해보험,화재,30대,남성,286,3,4683000,3692000,78.8
2024-01,해피손해보험,화재,30대,여성,293,3,4753000,3959000,83.3
2024-01,해피손해보험,화재,40대,남성,427,4,9326000,7619000,81.7
2024-01,해피손해보험,화재,40대,여성,449,5,9901000,8325000,84.1
2024-01,해피손해보험,화재,50대,남성,501,6,14443000,11820000,81.8
2024-01,해피손해보험,화재,50대,여성,527,6,15409000,12778000,82.9
2024-01,해피손해보험,화재,60대,남성,388,4,15614000,13654000,87.4
2024-01,해피손해보험,화재,60대,여성,397,5,16535000,14648000,88.6
2024-02,정원손해보험,자동차,20대,남성,1359,52,137477000,126018000,91.7
2024-02,정원손해보험,자동차,20대,여성,1133,40,99350000,88501000,89.1
2024-02,정원손해보험,자동차,30대,남성,1766,58,137459000,119422000,86.9
2024-02,정원손해보험,자동차,30대,여성,1518,49,100620000,82549000,82.0
2024-02,정원손해보험,자동차,40대,남성,1662,52,118089000,95996000,81.3
2024-02,정원손해보험,자동차,40대,여성,1378,41,84461000,67063000,79.4
